,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early Childhood Services Directory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A list of New Zealand Early Childhood Services including contact details, institution information, regional information and management contact details.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^ Email addresses are only listed for Early Childhood Education services that agreed to have their email publicly released.  Persons or organisations wishing to send email material to individuals or organisations whose email addresses appear in this directory must comply with the requirements of the Unsolicited Electronic Messages Act 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Other Ethnicity includes, Other, MELAA, Not Stated. In the case of Kohanga Reo services Other also includes Asian and European.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roll data as at 1 July 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report data last updated on: 22 - June - 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,Telephone,Fax No,Email^,Street,Suburb,Town / City,Institution Type,Definition,Authority,20 Hours ECE,Equity Index,Territorial Authority with Auckland Local Board,Regional Council,Education Region,General Electorate,Maori Electorate,Census Area Unit,Ward,Management Contact Details,Management Location Address,Management Postal Address,Management Postal Suburb,Management Postal City,Management Contact Phone,Management Contact Fax,Community of Learning: ID,Community of Learning: Name,Longitude,Latitude,All Children,Under 2's,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Total Roll,Maori,Pacific,Asian*,European Pakeha*,Other*
5444,Kidsfirst Kindergartens Papanui,03 352 9484,03 352 9485,questions@kidsfirst.org.nz,57 Bellvue Avenue,Papanui,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Papanui,Papanui Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,,,172.608381,-43.498201,40,0,0,0,7,12,17,1,37,8,2,5,22,0
5445,Kidsfirst Kindergartens Phillipstown,03 366 7233,03 379 7529,questions@kidsfirst.org.nz,533 St Asaph Street,Phillipstown,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Phillipstown,Linwood Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99063,Tamai Community of Learning,172.659453,-43.536801,40,0,0,0,8,12,15,0,35,9,6,11,9,0
5446,Kidsfirst Kindergartens Pitcairn Crescent,03 351 7842,03 351 7802,questions@kidsfirst.org.nz,33 Pitcairn Crescent,Bryndwr,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Aorangi,Papanui Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99027,Waimairi-iri Community of Learning,172.59885,-43.503969,40,0,0,0,4,7,9,1,21,4,1,7,7,1
5447,Kidsfirst Kindergarten Portsmouth Street,03 388 5347,03 388 5395,questions@kidsfirst.org.nz,36 Portsmouth Street,Wainoni,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Aranui,Burwood Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,,,172.70094,-43.510301,30,0,0,0,5,10,14,0,29,16,5,0,7,1
5448,Kidsfirst Kindergartens Queenspark,03 383 0170,03 383 0171,questions@kidsfirst.org.nz,228 Queenspark Drive,Burwood,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Parklands,Coastal Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,,,172.696038,-43.472866,40,0,0,0,10,23,22,0,55,11,3,5,33,3
5449,Kidsfirst Kindergartens Redwood,03 352 7778,03 352 7748,questions@kidsfirst.org.nz,345 A Main North Road,Redwood,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Styx Mill,Papanui Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99039,Totaranui Kahui Ako,172.616704,-43.476956,40,0,0,0,12,12,26,0,50,9,2,11,27,1
5450,Kidsfirst Kindergartens Riccarton,03 348 3485,03 348 3086,questions@kidsfirst.org.nz,19 Harakeke Street,Riccarton,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Mona Vale,Riccarton Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99176,Putaringamotu Kahui Ako,172.605249,-43.527685,30,0,0,0,5,13,11,0,29,2,2,16,9,0
5451,Kidsfirst Kindergartens Richmond,03 389 5236,03 389 5239,,41 North Avon Road,Richmond,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Richmond North,Innes Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99175,Otakaro Community of Learning,172.654002,-43.517387,30,0,0,0,14,9,11,1,35,2,2,13,14,4
5452,Kidsfirst Kindergartens Hoon Hay,03 338 2292,03 338 2192,questions@kidsfirst.org.nz,60 Rowley Avenue,Hoon Hay,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Hillmorton,Spreydon Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,,,172.58743,-43.562824,30,0,0,0,7,9,8,4,28,9,12,6,1,0
5453,Kidsfirst Kindergartens Rutland Street,03 352 5101,03 352 5124,questions@kidsfirst.org.nz,188 Rutland Street,,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Rutland,Papanui Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,,,172.623532,-43.500688,40,0,0,0,12,17,21,0,50,2,0,4,42,2
5454,Kidsfirst Kindergartens Selwyn Street,03 366 3472,03 366 3472,questions@kidsfirst.org.nz,366 Selwyn Street,Spreydon,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Addington,Central Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99177,Te Mana Raupo Community of Learning,172.621942,-43.545716,40,0,0,0,4,24,25,0,53,11,3,16,22,1
5455,Kidsfirst Kindergartens Shirley,03 385 1598,03 385 1529,questions@kidsfirst.org.nz,3 Ajax Street,Shirley,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Burwood,Burwood Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99175,Otakaro Community of Learning,172.665301,-43.509623,30,0,0,0,5,13,14,2,34,8,4,5,16,1
5456,Kidsfirst Kindergartens South Brighton,03 388 7957,03 388 7957,questions@kidsfirst.org.nz,39 Bridge Street,South New Brighton,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,South Brighton,Coastal Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,,,172.733467,-43.52323,40,0,0,0,8,15,17,2,42,5,1,4,32,0
5457,Kidsfirst Kindergartens Sumner,03 326 6718,03 326 6712,questions@kidsfirst.org.nz,25 Dryden Street,Sumner,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Sumner,Heathcote Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99196,Aupaki Kahui Ako,172.760034,-43.57237,30,0,0,0,6,15,12,0,33,0,0,0,33,0
5458,Kidsfirst Kindergartens Sunbeam,03 366 7157,03 366 7699,questions@kidsfirst.org.nz,13 Cornwall Street,St Albans,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,St Albans East,Innes Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,,,172.637037,-43.512794,40,0,0,0,15,20,29,0,64,7,3,14,40,0
5459,Kidsfirst Kindergartens Templeton,03 349 8206,03 349 8205,questions@kidsfirst.org.nz,19 Banks Street,,Templeton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Templeton,Hornby Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,,,172.474027,-43.550738,40,0,0,0,13,16,10,1,40,7,1,2,30,0
5460,Kidsfirst Kindergartens Trengrove,03 351 7874,03 351 7894,questions@kidsfirst.org.nz,243 Clyde Road,Fendalton,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Fendalton,Fendalton Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99027,Waimairi-iri Community of Learning,172.588655,-43.509877,40,0,0,0,13,21,22,0,56,10,2,16,27,0
5461,Kidsfirst Kindergartens Vickery Street,03 327 7783,03 327 6033,questions@kidsfirst.org.nz,22 Vickery Street,,Kaiapoi,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Waimakariri District,Canterbury Region,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Mansfield,Kaiapoi-Woodend Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99061,Katote (Christchurch) Community of Learning,172.650792,-43.38882,40,0,0,0,12,14,13,0,39,9,0,2,28,0
5462,Kidsfirst Kindergartens Wales Street,03 322 8046,03 322 8047,questions@kidsfirst.org.nz,134 Wales Street,Halswell,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Oaklands East,Halswell Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,,,172.557125,-43.576329,40,0,0,0,9,28,24,1,62,8,2,9,41,2
5463,Kidsfirst Kindergartens Wigram,03 349 7982,,questions@kidsfirst.org.nz,56 Springs Road,Hornby,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Hornby South,Hornby Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,,,172.540968,-43.547832,40,0,0,0,9,17,14,3,43,7,1,19,15,1
5464,Kidsfirst Kindergartens Woolley Street,03 388 2109,,questions@kidsfirst.org.nz,63 Woolley Street,Avondale,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Avondale,Burwood Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,,,172.689991,-43.505659,40,0,0,0,9,11,12,0,32,8,4,0,19,1
5465,Kidsfirst Kindergartens Burnham,03 347 6707,03 347 6705,questions@kidsfirst.org.nz,16 Ruru Street,,Burnham,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Selwyn District,Canterbury Region,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Burnham Military Camp,Ellesmere Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99206,Nga Peka o Tauwharekakaho (Rolleston) Kahui Ako,172.29848,-43.618797,40,0,0,0,6,15,15,2,38,9,2,2,25,0
5466,Allenton Free Kindergarten,03 308 7896,,association@ashkindy.co.nz,46 Allens Road,Allenton,Ashburton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Ashburton District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Allenton West,Ashburton Ward,Barbara Kirk,,42 Cambridge Street,Ashburton,Ashburton 7700,03-3083779,03-3083779,99043,Hakatere Kahui Ako,171.741349,-43.887618,40,0,0,0,0,21,23,0,44,7,5,1,31,0
5467,Aubrey Mason Free Kindergarten,03 308 4379,03 308 3779,association@ashkindy.co.nz,Thomson Street,Tinwald,Ashburton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Ashburton District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Tinwald,Ashburton Ward,Barbara Kirk,,42 Cambridge Street,Ashburton,Ashburton 7700,03-3083779,03-3083779,99043,Hakatere Kahui Ako,171.719013,-43.922943,42,0,0,0,2,19,20,1,42,5,3,1,30,1
5468,Hampstead Free Kindergarten,03 308 3954,,association@ashkindy.co.nz,Cambridge Street,,Ashburton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Ashburton District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Hampstead,Ashburton Ward,Barbara Kirk,,42 Cambridge Street,Ashburton,Ashburton 7700,03-3083779,03-3083779,99043,Hakatere Kahui Ako,171.758544,-43.909817,44,0,0,0,2,15,23,0,40,10,12,2,16,0
5469,Merle Leask Free Kindergarten,03 308 3337,,association@ashkindy.co.nz,34 Davis Crescent,,Ashburton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,Ashburton District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Netherby,Ashburton Ward,Barbara Kirk,,42 Cambridge Street,Ashburton,Ashburton 7700,03-3083779,03-3083779,99043,Hakatere Kahui Ako,171.768098,-43.897462,30,0,0,0,4,9,8,0,21,11,7,0,3,0
5470,Thomas Street Kindergarten,03 308 9587,,association@ashkindy.co.nz,Thomas Street,,Ashburton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Ashburton District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Allenton East,Ashburton Ward,Barbara Kirk,,42 Cambridge Street,Ashburton,Ashburton 7700,03-3083779,03-3083779,99043,Hakatere Kahui Ako,171.757071,-43.888588,40,0,0,0,8,15,11,0,34,3,7,1,22,0
5471,Geraldine Kindergarten,03 693 8888,03 693 8888,gm.gdfka@xtra.co.nz,25 Wilson Street,,Geraldine,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Geraldine,Geraldine Ward,Helen May,,P O Box 82,Geraldine,Geraldine 7956,03-6937161,03-6938888,99053,Ka Awa Whiria,171.24283,-44.092059,50,0,0,0,5,17,26,0,48,4,0,2,41,0
5472,Glenview Free Kindergarten,03 686 0726,03 686 0726,glenview.kindergarten@sck.nz,69 Gleniti Road,,Timaru,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Gleniti,Timaru Ward,David  Hawkey ,3 Butler Street,P O Box 61,,Timaru 7940,03-6883098,,99174,North Timaru Community of Learning,171.191884,-44.384248,40,0,0,0,2,25,27,1,55,2,0,3,49,1
5473,Hanan Free Kindergarten,03 684 5470,03 688 3099,,22 B College Road,,Timaru,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Timaru Gardens,Timaru Ward,David  Hawkey ,3 Butler Street,P O Box 61,,Timaru 7940,03-6883098,,99178,South Timaru Community of Learning,171.241928,-44.408155,42,0,0,0,6,15,22,0,43,9,4,1,27,0
5474,Kowhai Free Kindergarten,03 688 0285,03 688 3099,kowhai.kindergarten@sck.nz,16 Coonoor Road,,Timaru,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Watlington,Timaru Ward,David  Hawkey ,3 Butler Street,P O Box 61,,Timaru 7940,03-6883098,,99178,South Timaru Community of Learning,171.232066,-44.40586,40,0,0,0,10,7,13,0,30,10,1,1,18,0
5475,Fairlie Area Kindergarten,03 685 8505,03 685 8565,fairliearea.kindergarten@sck.nz,12 Sloane Street,,Fairlie,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Mackenzie District,Canterbury Region,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Fairlie,Opuha Ward,David  Hawkey ,3 Butler Street,P O Box 61,,Timaru 7940,03-6883098,,99143,Te Kahui Ako o Te Manahuna,170.823389,-44.096779,40,0,0,0,3,13,12,2,30,4,0,1,24,1
5476,Ranui Free Kindergarten (Timaru),03 684 4469,03 684 4466,ranui.kindergarten@sck.nz,253 Selwyn Street,,Timaru,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Marchwiel,Timaru Ward,David  Hawkey ,3 Butler Street,P O Box 61,,Timaru 7940,03-6883098,,99174,North Timaru Community of Learning,171.229709,-44.378819,37,6,2,4,4,11,11,0,32,7,5,1,19,0
5477,Rata Free Kindergarten,03 688 1991,03 688 1233,ranui.kindergarten@sck.nz,53 Cass Street,,Temuka,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Temuka,Pleasant Point-Temuka Ward,David  Hawkey ,3 Butler Street,P O Box 61,,Timaru 7940,03-6883098,,99174,North Timaru Community of Learning,171.277403,-44.234393,33,0,0,0,6,7,9,1,23,7,1,1,14,0
5478,Rhona Day Free Kindergarten,03 688 0850,03 688 9957,,2 Hamilton Street,,Temuka,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Temuka,Pleasant Point-Temuka Ward,David  Hawkey ,3 Butler Street,P O Box 61,,Timaru 7940,03-6883098,,99174,North Timaru Community of Learning,171.28231,-44.243673,30,0,0,0,4,14,17,0,35,6,0,4,25,0
5479,Twizel Free Kindergarten,03 435 0433,03 435 0493,twizel.kindergarten@xtra.co.nz,135 Mackenzie Drive,,Twizel,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Mackenzie District,Canterbury Region,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Twizel Community,Pukaki Ward,David  Hawkey ,3 Butler Street,P O Box 61,,Timaru 7940,03-6883098,,,,170.097406,-44.252846,35,0,0,0,10,14,16,0,40,4,1,4,30,1
5480,Waimataitai Kindergarten,03 684 3419,03 684 3415,waimataitai.kindergarten@sck.nz,69 Evans Street,,Timaru,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Waimataitai,Timaru Ward,David  Hawkey ,3 Butler Street,P O Box 61,,Timaru 7940,03-6883098,,99174,North Timaru Community of Learning,171.239124,-44.384471,38,0,0,0,12,16,20,0,48,2,3,4,39,0
5481,West End Kindergarten (Timaru),03 684 3996,03 684 5996,westend.kindergarten@sck.nz,34 Kiwi Drive,,Timaru,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Fraser Park,Timaru Ward,David  Hawkey ,3 Butler Street,P O Box 61,,Timaru 7940,03-6883098,,99174,North Timaru Community of Learning,171.224636,-44.391172,40,0,0,0,8,15,23,0,46,4,0,3,39,0
5482,Esk Valley Kindergarten,03 689 8951,03 689 8951,waimatewfka@xtra.co.nz,279 Esk Valley,,St Andrews,Free Kindergarten,Mobile Kindergarten,Community based,Yes,EQI 5+,Waimate District,Canterbury Region,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Waihao,Pareora-Otaio-Makikihi Ward,Terina Eade,12 John Street,13 John Street,,Waimate 7924,03-689 8961,,99040,Waimate Community of Learning,171.08157,-44.526997,20,0,0,0,9,8,11,0,28,3,0,1,22,2
5483,Casa Nova Kindergarten,03 437 0250,,casan@oamarukindergarten.co.nz,Raglan Street,,Oamaru,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Waitaki District,Otago Region,Otago/Southland,Waitaki,Te Tai Tonga,Oamaru North,Oamaru Ward,Julie Craig,138 Thames Street,138 Thames Street,,Oamaru 9400,03-4342422,,,,170.983595,-45.077838,30,0,0,0,1,13,21,4,39,3,7,4,21,2
5484,Holmes Kindergarten,03 434 6437,,holmes@oamarukindergarten.co.nz,34 A Stuart Street,,Oamaru,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Waitaki District,Otago Region,Otago/Southland,Waitaki,Te Tai Tonga,Oamaru South,Oamaru Ward,Julie Craig,138 Thames Street,138 Thames Street,,Oamaru 9400,03-4342422,,,,170.945554,-45.105571,39,0,0,0,0,18,25,0,43,5,2,3,29,1
5485,Edna McCulloch Kindergarten,03 434 8343,,ednam@oamarukindergarten.co.nz,12 Arun Street,,Oamaru,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Waitaki District,Otago Region,Otago/Southland,Waitaki,Te Tai Tonga,Oamaru South,Oamaru Ward,Julie Craig,138 Thames Street,138 Thames Street,,Oamaru 9400,03-4342422,,,,170.965708,-45.106023,40,0,0,0,7,24,23,3,57,13,6,4,34,0
5486,Kidsfirst Kindergartens Alexandra,03 448 8655,03 448 8655,alexandra@kidsfirst.org.nz,3 Ventry Street,,Alexandra,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Central Otago District,Otago Region,Otago/Southland,Waitaki,Te Tai Tonga,Alexandra,Alexandra Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99049,Dunstan Community of Learning,169.390524,-45.255097,40,0,0,0,17,23,23,0,63,8,2,1,51,1
5487,Kidsfirst Kindergartens Cromwell ,03 445 0530,03 445 0530,cromwell@kidsfirst.org.nz,25 Gilling Place,,Cromwell,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Central Otago District,Otago Region,Otago/Southland,Waitaki,Te Tai Tonga,Cromwell,Cromwell Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99046,Te Kahui Ako o Nga Awanui,169.186431,-45.043604,30,0,0,0,7,10,4,0,21,5,0,0,16,0
5488,Kidsfirst Kindergartens Terrace ,03 448 7291,03 448 7291,terrace@kidsfirst.org.nz,74 Russell Street,,Alexandra,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Central Otago District,Otago Region,Otago/Southland,Waitaki,Te Tai Tonga,Alexandra,Alexandra Ward,Sherryll Wilson,43 Birmingham Drive,P O Box 8089,Riccarton,Christchurch 8440,03-3381303,03-3381086,99049,Dunstan Community of Learning,169.390337,-45.243424,40,0,0,0,9,9,11,0,29,9,0,1,18,1
5489,Abbotsford Kindergarten,03 488 2021,03 488 2531,,13 Neill Street,Abbotsford,Dunedin,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Dunedin City,Otago Region,Otago/Southland,Dunedin South,Te Tai Tonga,Green Island,Area Outside Ward,Christine Kerr,,P O Box 3076,Caversham,Dunedin 9045,03-4558892,03-4562540,,,170.426535,-45.900898,43,0,0,0,7,15,30,1,53,5,2,1,45,0
5490,Bayfield Kindergarten,03 455 0038,03 455 8538,,2 Bayfield Road,Andersons Bay,Dunedin,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Dunedin City,Otago Region,Otago/Southland,Dunedin South,Te Tai Tonga,Musselburgh,Area Outside Ward,Christine Kerr,,P O Box 3076,Caversham,Dunedin 9045,03-4558892,03-4562540,,,170.524615,-45.896762,42,0,0,0,6,17,20,0,43,4,4,4,29,2
5491,Brockville Kindergarten,03 476 2201,03 476 2239,,255 Brockville Road,Brockville,Dunedin,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Dunedin City,Otago Region,Otago/Southland,Dunedin North,Te Tai Tonga,Brockville,Area Outside Ward,Christine Kerr,,P O Box 3076,Caversham,Dunedin 9045,03-4558892,03-4562540,,,170.460963,-45.866989,40,0,0,0,6,11,14,0,31,8,0,1,16,3
5492,Concord Kindergarten,03 487 6704,03 487 6194,,93 Mulford Street,Concord,Dunedin,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Dunedin City,Otago Region,Otago/Southland,Dunedin South,Te Tai Tonga,Concord,Area Outside Ward,Christine Kerr,,P O Box 3076,Caversham,Dunedin 9045,03-4558892,03-4562540,,,170.462649,-45.90591,40,0,0,0,1,12,16,0,29,4,4,1,19,0
5493,Corstorphine Kindergarten,03 487 8295,03 487 8915,,10 Lockerbie Street,,Dunedin,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,Dunedin City,Otago Region,Otago/Southland,Dunedin South,Te Tai Tonga,St Clair,Area Outside Ward,Christine Kerr,,P O Box 3076,Caversham,Dunedin 9045,03-4558892,03-4562540,,,170.478174,-45.905091,90,0,0,0,8,9,11,2,30,14,0,3,13,0
